id,name,slug,short_description,description,category,subcategory,library,price,currency,compare_at_price,image,gallery_images,product_type,file_format,compatibility,benefits,includes,features,faqs,tags,gumroad_url,gumroad_product_id,gumroad_permalink,featured,status,seo_title,seo_description,updated_at,order
PS-02057,Language Translation Picture Menu Decipherers,language-translation-picture-menu-decipherers,Turning foreign text food menu photos into plain descriptions of ingredients.,"This structured skill pack focuses on one thing: turning foreign text food menu photos into plain descriptions of ingredients. It turns that task into a clear intake → process → output routine you can run with any modern chat AI, so the same job comes out consistent every time.

Inside you will find the intake sheet, the full prompt chain, a worked example, and review checklists that catch the usual mistakes before you share the result. Adapt them to your context and the same process works again and again.

You keep full control throughout — the assistant proposes, you decide. The pack ships as Markdown + PDF, is DRM-free, and works in ChatGPT, Claude, Gemini, or your own tooling. One-time purchase, instant delivery, yours to keep and adapt.","Leisure Travel, Tourism & Local Exploration",Language Translation Picture Menu Decipherers,3.txt,27,USD,,images/products/language-translation-picture-menu-decipherers.svg,,skill-pack,Markdown + PDF,ChatGPT · Claude · Gemini,Purpose-built for language Translation Picture Menu Decipherers — the process maps directly to the real task|Copy-paste prompts you can adapt to your context|Intake-to-output routine with review checkpoints|Reusable templates that keep results consistent,Intake & context sheet for language Translation Picture Menu Decipherers|Step-by-step prompt sequence|Worked example in the field|Output & review checklist for language Translation Picture Menu Decipherers|Quick-reference card (one page),"() => 'Designed to run in any modern chat AI'|() => 'Formatted for copy-paste, easy to edit'|() => 'Instant delivery via Gumroad'","Do I need special software?::No. The pack works in ChatGPT, Claude, Gemini, or any chat assistant you already use.
Is this an AI model?::No — it is a structured skill pack (prompts, templates, checklists) that makes your existing assistant better at this task.
What exactly do I get?::The full pack as Markdown + PDF, delivered instantly after checkout, with a license to use and adapt it.","language|ranslation|icture|enu|ecipherers|everyday,lifestyle|ai|skill",https://YOUR_GUMROAD_USERNAME.gumroad.com/l/language-translation-picture-menu-decipherers,,,FALSE,published,Language Translation Picture Menu Decipherers,Turning foreign text food menu photos into plain descriptions of ingredients.,9/1/2026,957
PS-02058,Dog-Friendly Local Travel Map Planners,dog-friendly-local-travel-map-planners,"Finding hotels, parks, and outdoor restaurant patios that allow large pet breeds.","This structured skill pack focuses on one thing: finding hotels, parks, and outdoor restaurant patios that allow large pet breeds. It turns that task into a clear intake → process → output routine you can run with any modern chat AI, so the same job comes out consistent every time.

Everything inside is copy-paste ready: a short intake checklist, a step-by-step prompt sequence, a worked example in your field, and adaptable output templates. The AI does the heavy lifting from your brief, while the structure keeps the result focused and auditable.

You keep full control throughout — the assistant proposes, you decide. The pack ships as Markdown + PDF, is DRM-free, and works in ChatGPT, Claude, Gemini, or your own tooling. One-time purchase, instant delivery, yours to keep and adapt.","Leisure Travel, Tourism & Local Exploration",Dog-Friendly Local Travel Map Planners,3.txt,12,USD,,images/products/dog-friendly-local-travel-map-planners.svg,,workflow-kit,Markdown + PDF,ChatGPT · Claude · Gemini,Purpose-built for dog-Friendly Local Travel Map Planners — the process maps directly to the real task|Copy-paste prompts you can adapt to your context|Intake-to-output routine with review checkpoints|Reusable templates that keep results consistent,Intake & context sheet for dog-Friendly Local Travel Map Planners|Step-by-step prompt sequence|Worked example in the field|Output & review checklist for dog-Friendly Local Travel Map Planners|Quick-reference card (one page),"() => 'Designed to run in any modern chat AI'|() => 'Formatted for copy-paste, easy to edit'|() => 'Instant delivery via Gumroad'","Do I need special software?::No. The pack works in ChatGPT, Claude, Gemini, or any chat assistant you already use.
Is this an AI model?::No — it is a structured skill pack (prompts, templates, checklists) that makes your existing assistant better at this task.
What exactly do I get?::The full pack as Markdown + PDF, delivered instantly after checkout, with a license to use and adapt it.","dog|riendly|ocal|ravel|lanners|everyday,lifestyle|ai|skill",https://YOUR_GUMROAD_USERNAME.gumroad.com/l/dog-friendly-local-travel-map-planners,,,FALSE,published,Dog-Friendly Local Travel Map Planners,"Finding hotels, parks, and outdoor restaurant patios that allow large pet breeds.",9/1/2026,958
PS-02059,National Park Hiking Trail Difficulty Matchers,national-park-hiking-trail-difficulty-matchers,Recommending outdoor nature paths based on a walker’s current knee or fitness tolerances.,"Purpose-built around recommending outdoor nature paths based on a walker’s current knee or fitness tolerances, this pack gives you a repeatable, step-by-step way to brief your AI assistant, work through the task, and land on a review-ready result instead of starting from a blank prompt each time.

The pack walks you from initial context through to finished output: what to gather first, which prompts to run in order, what to check before you call it done, and how to adapt the templates to your own context. No prompt engineering degree required.

No subscriptions, no retraining, no special software. Open the pack in any chat assistant you already use, follow the numbered steps, and reuse the templates as often as you like. It is built to be edited to your exact context.","Leisure Travel, Tourism & Local Exploration",National Park Hiking Trail Difficulty Matchers,3.txt,24,USD,,images/products/national-park-hiking-trail-difficulty-matchers.svg,,workflow-kit,Markdown + PDF,ChatGPT · Claude · Gemini,Purpose-built for national Park Hiking Trail Difficulty Matchers — the process maps directly to the real task|Copy-paste prompts you can adapt to your context|Intake-to-output routine with review checkpoints|Reusable templates that keep results consistent,Intake & context sheet for national Park Hiking Trail Difficulty Matchers|Step-by-step prompt sequence|Worked example in the field|Output & review checklist for national Park Hiking Trail Difficulty Matchers|Quick-reference card (one page),"() => 'Designed to run in any modern chat AI'|() => 'Formatted for copy-paste, easy to edit'|() => 'Instant delivery via Gumroad'","Do I need special software?::No. The pack works in ChatGPT, Claude, Gemini, or any chat assistant you already use.
Is this an AI model?::No — it is a structured skill pack (prompts, templates, checklists) that makes your existing assistant better at this task.
What exactly do I get?::The full pack as Markdown + PDF, delivered instantly after checkout, with a license to use and adapt it.","national|ark|iking|rail|ifficulty|everyday,lifestyle|ai|skill",https://YOUR_GUMROAD_USERNAME.gumroad.com/l/national-park-hiking-trail-difficulty-matchers,,,FALSE,published,National Park Hiking Trail Difficulty Matchers,Recommending outdoor nature paths based on a walker’s current knee or fitness tolerances.,9/1/2026,959
PS-02060,Travel Souvenir Local Price Check Monitors,travel-souvenir-local-price-check-monitors,Flagging unfair price hikes on local market goods by checking baseline merchant averages.,"The job here is flagging unfair price hikes on local market goods by checking baseline merchant averages — and this pack turns it into a dependable workflow. You get a structured prompt sequence, sensible checkpoints, and output templates, all designed to keep your AI assistant on-task and your final result easy to review.

Everything inside is copy-paste ready: a short intake checklist, a step-by-step prompt sequence, a worked example in your field, and adaptable output templates. The AI does the heavy lifting from your brief, while the structure keeps the result focused and auditable.

No subscriptions, no retraining, no special software. Open the pack in any chat assistant you already use, follow the numbered steps, and reuse the templates as often as you like. It is built to be edited to your exact context.","Leisure Travel, Tourism & Local Exploration",Travel Souvenir Local Price Check Monitors,3.txt,21,USD,,images/products/travel-souvenir-local-price-check-monitors.svg,,prompt-pack,Markdown + PDF,ChatGPT · Claude · Gemini,Purpose-built for travel Souvenir Local Price Check Monitors — the process maps directly to the real task|Copy-paste prompts you can adapt to your context|Intake-to-output routine with review checkpoints|Reusable templates that keep results consistent,Intake & context sheet for travel Souvenir Local Price Check Monitors|Step-by-step prompt sequence|Worked example in the field|Output & review checklist for travel Souvenir Local Price Check Monitors|Quick-reference card (one page),"() => 'Designed to run in any modern chat AI'|() => 'Formatted for copy-paste, easy to edit'|() => 'Instant delivery via Gumroad'","Do I need special software?::No. The pack works in ChatGPT, Claude, Gemini, or any chat assistant you already use.
Is this an AI model?::No — it is a structured skill pack (prompts, templates, checklists) that makes your existing assistant better at this task.
What exactly do I get?::The full pack as Markdown + PDF, delivered instantly after checkout, with a license to use and adapt it.","travel|ouvenir|ocal|rice|heck|everyday,lifestyle|ai|skill",https://YOUR_GUMROAD_USERNAME.gumroad.com/l/travel-souvenir-local-price-check-monitors,,,FALSE,published,Travel Souvenir Local Price Check Monitors,Flagging unfair price hikes on local market goods by checking baseline merchant averages.,9/1/2026,960
PS-02061,Creative Writing Prompt Character Builders,creative-writing-prompt-character-builders,Generating deep fictional character backstories and flaw traits to break writer's block.,"This structured skill pack focuses on one thing: generating deep fictional character backstories and flaw traits to break writer's block. It turns that task into a clear intake → process → output routine you can run with any modern chat AI, so the same job comes out consistent every time.

Everything inside is copy-paste ready: a short intake checklist, a step-by-step prompt sequence, a worked example in your field, and adaptable output templates. The AI does the heavy lifting from your brief, while the structure keeps the result focused and auditable.

You keep full control throughout — the assistant proposes, you decide. The pack ships as Markdown + PDF, is DRM-free, and works in ChatGPT, Claude, Gemini, or your own tooling. One-time purchase, instant delivery, yours to keep and adapt.","Creative Hobbies, Writing, Art & DIY Crafts",Creative Writing Prompt Character Builders,3.txt,24,USD,32,images/products/creative-writing-prompt-character-builders.svg,,prompt-pack,Markdown + PDF,ChatGPT · Claude · Gemini,Purpose-built for creative Writing Prompt Character Builders — the process maps directly to the real task|Copy-paste prompts you can adapt to your context|Intake-to-output routine with review checkpoints|Reusable templates that keep results consistent,Intake & context sheet for creative Writing Prompt Character Builders|Step-by-step prompt sequence|Worked example in the field|Output & review checklist for creative Writing Prompt Character Builders|Quick-reference card (one page),"() => 'Designed to run in any modern chat AI'|() => 'Formatted for copy-paste, easy to edit'|() => 'Instant delivery via Gumroad'","Do I need special software?::No. The pack works in ChatGPT, Claude, Gemini, or any chat assistant you already use.
Is this an AI model?::No — it is a structured skill pack (prompts, templates, checklists) that makes your existing assistant better at this task.
What exactly do I get?::The full pack as Markdown + PDF, delivered instantly after checkout, with a license to use and adapt it.","creative|riting|rompt|haracter|uilders|everyday,lifestyle|ai|skill",https://YOUR_GUMROAD_USERNAME.gumroad.com/l/creative-writing-prompt-character-builders,,,FALSE,published,Creative Writing Prompt Character Builders,Generating deep fictional character backstories and flaw traits to break writer's block.,9/1/2026,961
PS-02062,Acoustic Guitar Chord Song Sheet Writers,acoustic-guitar-chord-song-sheet-writers,"Turning basic song lyrics into structured, easy-to-play guitar chord progressions.","This structured skill pack focuses on one thing: turning basic song lyrics into structured, easy-to-play guitar chord progressions. It turns that task into a clear intake → process → output routine you can run with any modern chat AI, so the same job comes out consistent every time.

The pack walks you from initial context through to finished output: what to gather first, which prompts to run in order, what to check before you call it done, and how to adapt the templates to your own context. No prompt engineering degree required.

You keep full control throughout — the assistant proposes, you decide. The pack ships as Markdown + PDF, is DRM-free, and works in ChatGPT, Claude, Gemini, or your own tooling. One-time purchase, instant delivery, yours to keep and adapt.","Creative Hobbies, Writing, Art & DIY Crafts",Acoustic Guitar Chord Song Sheet Writers,3.txt,21,USD,,images/products/acoustic-guitar-chord-song-sheet-writers.svg,,workflow-kit,Markdown + PDF,ChatGPT · Claude · Gemini,Purpose-built for acoustic Guitar Chord Song Sheet Writers — the process maps directly to the real task|Copy-paste prompts you can adapt to your context|Intake-to-output routine with review checkpoints|Reusable templates that keep results consistent,Intake & context sheet for acoustic Guitar Chord Song Sheet Writers|Step-by-step prompt sequence|Worked example in the field|Output & review checklist for acoustic Guitar Chord Song Sheet Writers|Quick-reference card (one page),"() => 'Designed to run in any modern chat AI'|() => 'Formatted for copy-paste, easy to edit'|() => 'Instant delivery via Gumroad'","Do I need special software?::No. The pack works in ChatGPT, Claude, Gemini, or any chat assistant you already use.
Is this an AI model?::No — it is a structured skill pack (prompts, templates, checklists) that makes your existing assistant better at this task.
What exactly do I get?::The full pack as Markdown + PDF, delivered instantly after checkout, with a license to use and adapt it.","acoustic|uitar|hord|ong|heet|everyday,lifestyle|ai|skill",https://YOUR_GUMROAD_USERNAME.gumroad.com/l/acoustic-guitar-chord-song-sheet-writers,,,FALSE,published,Acoustic Guitar Chord Song Sheet Writers,"Turning basic song lyrics into structured, easy-to-play guitar chord progressions.",9/1/2026,962
PS-02063,Amateur Watercolor Sketch Design Outline Generators,amateur-watercolor-sketch-design-outline-generators,Converting a smartphone photo into faint line-art prints for painting practices.,"Purpose-built around converting a smartphone photo into faint line-art prints for painting practices, this pack gives you a repeatable, step-by-step way to brief your AI assistant, work through the task, and land on a review-ready result instead of starting from a blank prompt each time.

The pack walks you from initial context through to finished output: what to gather first, which prompts to run in order, what to check before you call it done, and how to adapt the templates to your own context. No prompt engineering degree required.

You keep full control throughout — the assistant proposes, you decide. The pack ships as Markdown + PDF, is DRM-free, and works in ChatGPT, Claude, Gemini, or your own tooling. One-time purchase, instant delivery, yours to keep and adapt.","Creative Hobbies, Writing, Art & DIY Crafts",Amateur Watercolor Sketch Design Outline Generators,3.txt,15,USD,20,images/products/amateur-watercolor-sketch-design-outline-generators.svg,,prompt-pack,Markdown + PDF,ChatGPT · Claude · Gemini,Purpose-built for amateur Watercolor Sketch Design Outline Generators — the process maps directly to the real task|Copy-paste prompts you can adapt to your context|Intake-to-output routine with review checkpoints|Reusable templates that keep results consistent,Intake & context sheet for amateur Watercolor Sketch Design Outline Generators|Step-by-step prompt sequence|Worked example in the field|Output & review checklist for amateur Watercolor Sketch Design Outline Generators|Quick-reference card (one page),"() => 'Designed to run in any modern chat AI'|() => 'Formatted for copy-paste, easy to edit'|() => 'Instant delivery via Gumroad'","Do I need special software?::No. The pack works in ChatGPT, Claude, Gemini, or any chat assistant you already use.
Is this an AI model?::No — it is a structured skill pack (prompts, templates, checklists) that makes your existing assistant better at this task.
What exactly do I get?::The full pack as Markdown + PDF, delivered instantly after checkout, with a license to use and adapt it.","amateur|atercolor|ketch|esign|utline|everyday,lifestyle|ai|skill",https://YOUR_GUMROAD_USERNAME.gumroad.com/l/amateur-watercolor-sketch-design-outline-generators,,,FALSE,published,Amateur Watercolor Sketch Design Outline Generators,Converting a smartphone photo into faint line-art prints for painting practices.,9/1/2026,963
PS-02064,Thrift Store Furniture Upcycling Idea Sourcing,thrift-store-furniture-upcycling-idea-sourcing,Suggesting paint and hardware changes to turn old wooden furniture into modern pieces.,"This structured skill pack focuses on one thing: suggesting paint and hardware changes to turn old wooden furniture into modern pieces. It turns that task into a clear intake → process → output routine you can run with any modern chat AI, so the same job comes out consistent every time.

Inside you will find the intake sheet, the full prompt chain, a worked example, and review checklists that catch the usual mistakes before you share the result. Adapt them to your context and the same process works again and again.

No subscriptions, no retraining, no special software. Open the pack in any chat assistant you already use, follow the numbered steps, and reuse the templates as often as you like. It is built to be edited to your exact context.","Creative Hobbies, Writing, Art & DIY Crafts",Thrift Store Furniture Upcycling Idea Sourcing,3.txt,27,USD,36,images/products/thrift-store-furniture-upcycling-idea-sourcing.svg,,workflow-kit,Markdown + PDF,ChatGPT · Claude · Gemini,Purpose-built for thrift Store Furniture Upcycling Idea Sourcing — the process maps directly to the real task|Copy-paste prompts you can adapt to your context|Intake-to-output routine with review checkpoints|Reusable templates that keep results consistent,Intake & context sheet for thrift Store Furniture Upcycling Idea Sourcing|Step-by-step prompt sequence|Worked example in the field|Output & review checklist for thrift Store Furniture Upcycling Idea Sourcing|Quick-reference card (one page),"() => 'Designed to run in any modern chat AI'|() => 'Formatted for copy-paste, easy to edit'|() => 'Instant delivery via Gumroad'","Do I need special software?::No. The pack works in ChatGPT, Claude, Gemini, or any chat assistant you already use.
Is this an AI model?::No — it is a structured skill pack (prompts, templates, checklists) that makes your existing assistant better at this task.
What exactly do I get?::The full pack as Markdown + PDF, delivered instantly after checkout, with a license to use and adapt it.","thrift|tore|urniture|pcycling|dea|everyday,lifestyle|ai|skill",https://YOUR_GUMROAD_USERNAME.gumroad.com/l/thrift-store-furniture-upcycling-idea-sourcing,,,FALSE,published,Thrift Store Furniture Upcycling Idea Sourcing,Suggesting paint and hardware changes to turn old wooden furniture into modern pieces.,9/1/2026,964
PS-02065,Crochet Stitch Pattern Dimension Math Planners,crochet-stitch-pattern-dimension-math-planners,Calculating the exact row stitch counts needed to scale clothing yarn items down to specific sizes.,"The job here is calculating the exact row stitch counts needed to scale clothing yarn items down to specific sizes — and this pack turns it into a dependable workflow. You get a structured prompt sequence, sensible checkpoints, and output templates, all designed to keep your AI assistant on-task and your final result easy to review.

Everything inside is copy-paste ready: a short intake checklist, a step-by-step prompt sequence, a worked example in your field, and adaptable output templates. The AI does the heavy lifting from your brief, while the structure keeps the result focused and auditable.

No subscriptions, no retraining, no special software. Open the pack in any chat assistant you already use, follow the numbered steps, and reuse the templates as often as you like. It is built to be edited to your exact context.","Creative Hobbies, Writing, Art & DIY Crafts",Crochet Stitch Pattern Dimension Math Planners,3.txt,21,USD,28,images/products/crochet-stitch-pattern-dimension-math-planners.svg,,skill-pack,Markdown + PDF,ChatGPT · Claude · Gemini,Purpose-built for crochet Stitch Pattern Dimension Math Planners — the process maps directly to the real task|Copy-paste prompts you can adapt to your context|Intake-to-output routine with review checkpoints|Reusable templates that keep results consistent,Intake & context sheet for crochet Stitch Pattern Dimension Math Planners|Step-by-step prompt sequence|Worked example in the field|Output & review checklist for crochet Stitch Pattern Dimension Math Planners|Quick-reference card (one page),"() => 'Designed to run in any modern chat AI'|() => 'Formatted for copy-paste, easy to edit'|() => 'Instant delivery via Gumroad'","Do I need special software?::No. The pack works in ChatGPT, Claude, Gemini, or any chat assistant you already use.
Is this an AI model?::No — it is a structured skill pack (prompts, templates, checklists) that makes your existing assistant better at this task.
What exactly do I get?::The full pack as Markdown + PDF, delivered instantly after checkout, with a license to use and adapt it.","crochet|titch|attern|imension|ath|everyday,lifestyle|ai|skill",https://YOUR_GUMROAD_USERNAME.gumroad.com/l/crochet-stitch-pattern-dimension-math-planners,,,FALSE,published,Crochet Stitch Pattern Dimension Math Planners,Calculating the exact row stitch counts needed to scale clothing yarn items down to specific sizes.,9/1/2026,965
PS-02066,Cosplay Foam Pattern Layout Sculptors,cosplay-foam-pattern-layout-sculptors,Turning a 3D digital costume file into printable 2D sheets for foam cutting.,"The job here is turning a 3D digital costume file into printable 2D sheets for foam cutting — and this pack turns it into a dependable workflow. You get a structured prompt sequence, sensible checkpoints, and output templates, all designed to keep your AI assistant on-task and your final result easy to review.

Inside you will find the intake sheet, the full prompt chain, a worked example, and review checklists that catch the usual mistakes before you share the result. Adapt them to your context and the same process works again and again.

You keep full control throughout — the assistant proposes, you decide. The pack ships as Markdown + PDF, is DRM-free, and works in ChatGPT, Claude, Gemini, or your own tooling. One-time purchase, instant delivery, yours to keep and adapt.","Creative Hobbies, Writing, Art & DIY Crafts",Cosplay Foam Pattern Layout Sculptors,3.txt,15,USD,,images/products/cosplay-foam-pattern-layout-sculptors.svg,,workflow-kit,Markdown + PDF,ChatGPT · Claude · Gemini,Purpose-built for cosplay Foam Pattern Layout Sculptors — the process maps directly to the real task|Copy-paste prompts you can adapt to your context|Intake-to-output routine with review checkpoints|Reusable templates that keep results consistent,Intake & context sheet for cosplay Foam Pattern Layout Sculptors|Step-by-step prompt sequence|Worked example in the field|Output & review checklist for cosplay Foam Pattern Layout Sculptors|Quick-reference card (one page),"() => 'Designed to run in any modern chat AI'|() => 'Formatted for copy-paste, easy to edit'|() => 'Instant delivery via Gumroad'","Do I need special software?::No. The pack works in ChatGPT, Claude, Gemini, or any chat assistant you already use.
Is this an AI model?::No — it is a structured skill pack (prompts, templates, checklists) that makes your existing assistant better at this task.
What exactly do I get?::The full pack as Markdown + PDF, delivered instantly after checkout, with a license to use and adapt it.","cosplay|oam|attern|ayout|culptors|everyday,lifestyle|ai|skill",https://YOUR_GUMROAD_USERNAME.gumroad.com/l/cosplay-foam-pattern-layout-sculptors,,,FALSE,published,Cosplay Foam Pattern Layout Sculptors,Turning a 3D digital costume file into printable 2D sheets for foam cutting.,9/1/2026,966
PS-02067,Poetry Rhyme Meter Rhythm Evaluators,poetry-rhyme-meter-rhythm-evaluators,Checking syllable pacing counts across modern text verses to ensure classic poetic flow rules match.,"This structured skill pack focuses on one thing: checking syllable pacing counts across modern text verses to ensure classic poetic flow rules match. It turns that task into a clear intake → process → output routine you can run with any modern chat AI, so the same job comes out consistent every time.

The pack walks you from initial context through to finished output: what to gather first, which prompts to run in order, what to check before you call it done, and how to adapt the templates to your own context. No prompt engineering degree required.

You keep full control throughout — the assistant proposes, you decide. The pack ships as Markdown + PDF, is DRM-free, and works in ChatGPT, Claude, Gemini, or your own tooling. One-time purchase, instant delivery, yours to keep and adapt.","Creative Hobbies, Writing, Art & DIY Crafts",Poetry Rhyme Meter Rhythm Evaluators,3.txt,15,USD,,images/products/poetry-rhyme-meter-rhythm-evaluators.svg,,workflow-kit,Markdown + PDF,ChatGPT · Claude · Gemini,Purpose-built for poetry Rhyme Meter Rhythm Evaluators — the process maps directly to the real task|Copy-paste prompts you can adapt to your context|Intake-to-output routine with review checkpoints|Reusable templates that keep results consistent,Intake & context sheet for poetry Rhyme Meter Rhythm Evaluators|Step-by-step prompt sequence|Worked example in the field|Output & review checklist for poetry Rhyme Meter Rhythm Evaluators|Quick-reference card (one page),"() => 'Designed to run in any modern chat AI'|() => 'Formatted for copy-paste, easy to edit'|() => 'Instant delivery via Gumroad'","Do I need special software?::No. The pack works in ChatGPT, Claude, Gemini, or any chat assistant you already use.
Is this an AI model?::No — it is a structured skill pack (prompts, templates, checklists) that makes your existing assistant better at this task.
What exactly do I get?::The full pack as Markdown + PDF, delivered instantly after checkout, with a license to use and adapt it.","poetry|hyme|eter|hythm|valuators|everyday,lifestyle|ai|skill",https://YOUR_GUMROAD_USERNAME.gumroad.com/l/poetry-rhyme-meter-rhythm-evaluators,,,FALSE,published,Poetry Rhyme Meter Rhythm Evaluators,Checking syllable pacing counts across modern text verses to ensure classic poetic flow rules match.,9/1/2026,967
PS-02068,Custom Board Game Rule Balance Simulators,custom-board-game-rule-balance-simulators,Simulating turn cards to ensure custom amateur family games don't have broken rule paths.,"The job here is simulating turn cards to ensure custom amateur family games don't have broken rule paths — and this pack turns it into a dependable workflow. You get a structured prompt sequence, sensible checkpoints, and output templates, all designed to keep your AI assistant on-task and your final result easy to review.

The pack walks you from initial context through to finished output: what to gather first, which prompts to run in order, what to check before you call it done, and how to adapt the templates to your own context. No prompt engineering degree required.

No subscriptions, no retraining, no special software. Open the pack in any chat assistant you already use, follow the numbered steps, and reuse the templates as often as you like. It is built to be edited to your exact context.","Creative Hobbies, Writing, Art & DIY Crafts",Custom Board Game Rule Balance Simulators,3.txt,24,USD,,images/products/custom-board-game-rule-balance-simulators.svg,,skill-pack,Markdown + PDF,ChatGPT · Claude · Gemini,Purpose-built for custom Board Game Rule Balance Simulators — the process maps directly to the real task|Copy-paste prompts you can adapt to your context|Intake-to-output routine with review checkpoints|Reusable templates that keep results consistent,Intake & context sheet for custom Board Game Rule Balance Simulators|Step-by-step prompt sequence|Worked example in the field|Output & review checklist for custom Board Game Rule Balance Simulators|Quick-reference card (one page),"() => 'Designed to run in any modern chat AI'|() => 'Formatted for copy-paste, easy to edit'|() => 'Instant delivery via Gumroad'","Do I need special software?::No. The pack works in ChatGPT, Claude, Gemini, or any chat assistant you already use.
Is this an AI model?::No — it is a structured skill pack (prompts, templates, checklists) that makes your existing assistant better at this task.
What exactly do I get?::The full pack as Markdown + PDF, delivered instantly after checkout, with a license to use and adapt it.","custom|oard|ame|ule|alance|everyday,lifestyle|ai|skill",https://YOUR_GUMROAD_USERNAME.gumroad.com/l/custom-board-game-rule-balance-simulators,,,FALSE,published,Custom Board Game Rule Balance Simulators,Simulating turn cards to ensure custom amateur family games don't have broken rule paths.,9/1/2026,968
PS-02069,Scrapbook Layout Digital Visual Grid Planners,scrapbook-layout-digital-visual-grid-planners,Recommending photo borders and text placements based on a vacation's visual style theme.,"Purpose-built around recommending photo borders and text placements based on a vacation's visual style theme, this pack gives you a repeatable, step-by-step way to brief your AI assistant, work through the task, and land on a review-ready result instead of starting from a blank prompt each time.

Inside you will find the intake sheet, the full prompt chain, a worked example, and review checklists that catch the usual mistakes before you share the result. Adapt them to your context and the same process works again and again.

You keep full control throughout — the assistant proposes, you decide. The pack ships as Markdown + PDF, is DRM-free, and works in ChatGPT, Claude, Gemini, or your own tooling. One-time purchase, instant delivery, yours to keep and adapt.","Creative Hobbies, Writing, Art & DIY Crafts",Scrapbook Layout Digital Visual Grid Planners,3.txt,18,USD,24,images/products/scrapbook-layout-digital-visual-grid-planners.svg,,workflow-kit,Markdown + PDF,ChatGPT · Claude · Gemini,Purpose-built for scrapbook Layout Digital Visual Grid Planners — the process maps directly to the real task|Copy-paste prompts you can adapt to your context|Intake-to-output routine with review checkpoints|Reusable templates that keep results consistent,Intake & context sheet for scrapbook Layout Digital Visual Grid Planners|Step-by-step prompt sequence|Worked example in the field|Output & review checklist for scrapbook Layout Digital Visual Grid Planners|Quick-reference card (one page),"() => 'Designed to run in any modern chat AI'|() => 'Formatted for copy-paste, easy to edit'|() => 'Instant delivery via Gumroad'","Do I need special software?::No. The pack works in ChatGPT, Claude, Gemini, or any chat assistant you already use.
Is this an AI model?::No — it is a structured skill pack (prompts, templates, checklists) that makes your existing assistant better at this task.
What exactly do I get?::The full pack as Markdown + PDF, delivered instantly after checkout, with a license to use and adapt it.","scrapbook|ayout|igital|isual|rid|everyday,lifestyle|ai|skill",https://YOUR_GUMROAD_USERNAME.gumroad.com/l/scrapbook-layout-digital-visual-grid-planners,,,FALSE,published,Scrapbook Layout Digital Visual Grid Planners,Recommending photo borders and text placements based on a vacation's visual style theme.,9/1/2026,969
PS-02070,Amateur Voice Recording Audio Room Hiss Fixers,amateur-voice-recording-audio-room-hiss-fixers,Stripping fan and echo background noises out of home recordings using basic automated filter paths.,"Purpose-built around stripping fan and echo background noises out of home recordings using basic automated filter paths, this pack gives you a repeatable, step-by-step way to brief your AI assistant, work through the task, and land on a review-ready result instead of starting from a blank prompt each time.

Inside you will find the intake sheet, the full prompt chain, a worked example, and review checklists that catch the usual mistakes before you share the result. Adapt them to your context and the same process works again and again.

No subscriptions, no retraining, no special software. Open the pack in any chat assistant you already use, follow the numbered steps, and reuse the templates as often as you like. It is built to be edited to your exact context.","Creative Hobbies, Writing, Art & DIY Crafts",Amateur Voice Recording Audio Room Hiss Fixers,3.txt,18,USD,,images/products/amateur-voice-recording-audio-room-hiss-fixers.svg,,prompt-pack,Markdown + PDF,ChatGPT · Claude · Gemini,Purpose-built for amateur Voice Recording Audio Room Hiss Fixers — the process maps directly to the real task|Copy-paste prompts you can adapt to your context|Intake-to-output routine with review checkpoints|Reusable templates that keep results consistent,Intake & context sheet for amateur Voice Recording Audio Room Hiss Fixers|Step-by-step prompt sequence|Worked example in the field|Output & review checklist for amateur Voice Recording Audio Room Hiss Fixers|Quick-reference card (one page),"() => 'Designed to run in any modern chat AI'|() => 'Formatted for copy-paste, easy to edit'|() => 'Instant delivery via Gumroad'","Do I need special software?::No. The pack works in ChatGPT, Claude, Gemini, or any chat assistant you already use.
Is this an AI model?::No — it is a structured skill pack (prompts, templates, checklists) that makes your existing assistant better at this task.
What exactly do I get?::The full pack as Markdown + PDF, delivered instantly after checkout, with a license to use and adapt it.","amateur|oice|ecording|udio|oom|everyday,lifestyle|ai|skill",https://YOUR_GUMROAD_USERNAME.gumroad.com/l/amateur-voice-recording-audio-room-hiss-fixers,,,FALSE,published,Amateur Voice Recording Audio Room Hiss Fixers,Stripping fan and echo background noises out of home recordings using basic automated filter paths.,9/1/2026,970
